ID列	地域ID指定列	音素列	かな列	IPA列	訳列	系統列	意味領域列	品詞列	アクセント型列	音節構造列	語幹列	備考列	音声ファイル列	画像ファイル列	動画列	活用列	標準語ひらがな列	例文指定列	更新列	例文列	例文訳列
TY1725	1	ufunazi	ウフナジ	uɸunaʥi	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV		地名（伊平屋内）							20220418		
TY1726	1	toosi	トーシ	toːɕi	NA	沖縄語	地名	名詞	不明	CVV.CV		地名（伊平屋内）							20220418		
1817	1	sakko	さっこ	sakko	とても	沖縄語	その他	副詞	不明	CVC.CV			sakko.wav				とても	1817	20220418		
1818	1	mando[n	まんど[ん	mando[ɴ	たくさん	沖縄語	その他	副詞	b?c?	CVC.CVC			mandon.wav				たくさん	1818	20220418		
1819	1	nahi[n	なひ[ん	nahi[ɴ	もっと	沖縄語	その他	副詞	b?c?	CV.CVC			nahin.wav				もっと		20220418		
1820	1	kuruguru	くるくるとぅ	kuruguru	黒々と	沖縄語	その他	副詞	不明	CV.CV.CV.CV.CV			nahin.wav				くろぐろと		20220418		
1821	1	naganaga	ながながとぅ	naganaga	長々と	沖縄語	その他	副詞	不明	CV.CV.CV.CV.CV			kuruguru.wav				ながながと		20220418		
1822	1	nčanča	んちゃんちゃとぅ	nʨanʨa	とても短い	沖縄語	その他	副詞	不明	CCVC.CV.CV			naganaga.wav				とてもみじかい		20220418		
1823	1	waziwazi	わじわじ	waʥiwaʥi	怒る様子	沖縄語	その他	副詞	不明	CV.CV.CV.CV			ncanca.wav				いかるようす		20220418		
1824	1	magimagi	まぎまぎとぅ	magimagi	とても大きい	沖縄語	その他	副詞	不明	CV.CV.CV.CV.CV			magimagi.wav				とてもおおきい		20220418		
1825	1	gumaguma	ぐまぐまとぅ	gumaguma	とても小さい	沖縄語	その他	副詞	不明	CV.CV.CV.CV.CV			gumaguma.wav				とてもちいさい		20220418		
1826	1	ihigwaa	いひぐぁー	ihigwaː	少し	沖縄語	その他	副詞	不明	V.CV.CCVV			ihigwa.wav				すこし	1826	20220418	icantuga?	
1827	1	joi	よい	joi	少し	沖縄語	その他	副詞	不明	CV.V			joi.wav				すこし		20220418		
1828	1	ihi	いひ	ihi	少し	沖縄語	その他	副詞	不明	V.CV			ihi.wav				すこし		20220418		
1829	1	kisa	きさ	kisa	さっき	沖縄語	その他	副詞	不明	CV.CV			kisa.wav				さっき		20220418		
1830	1	naa	なー	naː	もう	沖縄語	その他	副詞	不明	CVV			naa.wav				もう		20220418		
1831	1	duku	どぅく	duku	あまり	沖縄語	その他	副詞	不明	CV.CV			duku.wav				あまり		20220418		
1832	1	ičan	いちゃん	iʨan	どう	沖縄語	その他	副詞	不明	V.CVC			ican.wav				どう		20220418		
1833	1	ičantu	いちゃんとぅ	iʨantu	どう	沖縄語	その他	副詞	不明	V.CVC.CV			icantu.wav				どう	1833	20220418		
1834	1	čan	ちゃん	ʨan	どう	沖縄語	その他	副詞	不明	CVC			can.wav				どう		20220418		
1835	1	ussa	うっさ	ussa	これだけ	沖縄語	その他	副詞	不明	VC.CV			ussa.wav				これだけ		20220418		
1836	1	assa	あっさ	assa	あれだけ	沖縄語	その他	副詞	不明	VC.CV			assa.wav				あれだけ		20220418	jagati basu cuun haziroo	そろそろバスが来るだろう
1837	1	uppi	うっぴ	uppi	これだけ	沖縄語	その他	副詞	不明	VC.CV			uppi.wav				これだけ		20220418		
1838	1	appi	あっぴ	appi	あれだけ	沖縄語	その他	副詞	不明	VC.CV			appi.wav				あれだけ		20220418		
1839	1	untee	うんてー	unteː	こうして	沖縄語	その他	副詞	不明	VC.CVV			untee.wav				こうして		20220418		
1840	1	antee	あんてー	anteː	ああして	沖縄語	その他	副詞	不明	VC.CVV			antee.wav				ああして		20220418		
1841	1	čaa	ちゃー	ʨaː	ずっと	沖縄語	その他	副詞	不明	CVV			caa.wav				ずっと		20220418		
1842	1	čintu	ちんとぅ	ʨintu	ちょっと	沖縄語	その他	副詞	不明	CVC.CV			cintu.wav				ちょっと		20220418		
1843	1	jagati	やがてぃ	jagati	やがて	沖縄語	その他	副詞	不明	CV.CV.CV			jagati.wav				やがて	1844	20220418		
1844	1	waagwaa	わーぐぁー	waːgwaː	いっぱい	沖縄語	その他	副詞	不明	CVV.CCVV			waagwaa.wav				いっぱい		20220418		
1845	1	ii	いー	iː	よい	沖縄語	その他	副詞	不明	VV			ii.wav				よい		20220418		
1846	1	juu	ゆー	juː	よく	沖縄語	その他	副詞	不明	CVV			juu.wav				よく		20220418		
1847	1	mata	また	mata	また	沖縄語	その他	副詞	不明	CV.CV			mata.wav				また		20220418		
1848	1	zunni	じゅんに	ʥunni	本当に	沖縄語	その他	副詞	不明	CVC.CV			zunni.wav				ほんとうに		20220418		
1849	1	musa	むさ	musa	さっぱり	沖縄語	その他	副詞	不明	CV.CV			musa.wav				さっぱり		20220418		
1850	1	tageeni	たげーに	tageeni	互いに	沖縄語	その他	副詞	不明	CV.CVV.CV			tageeni.wav				たがいに		20220418		
1851	1	sideeni	しでーに	sideeni	次第に	沖縄語	その他	副詞	不明	CV.CVV.CV			sideeni.wav				しだいに		20220418		
1852	1	ikatu	しかとぅ	sikatu	しっかり	沖縄語	その他	副詞	不明	V.CV.CV			sikatu.wav				しっかり		20220418		
1853	1	umučiči	うむちち	umuʨiʨi	思い切って	沖縄語	その他	副詞	不明	V.CV.CV.CV			umucici.wav				おもいきって		20220418		
1854	1	bukabuka	ぶかぶか	bukabuka	だぶだぶ	沖縄語	その他	副詞	不明	CV.CV.CV.CV			bukabuka.wav				だぶだぶ		20220418		
1855	1	andiiandii	あんでぃーあんでぃー	andiːandiː	たっぷり	沖縄語	その他	副詞	不明	VC.CVV.VC.CVV			andiiandii.wav				たっぷり		20220418		
1856	1	attangwaa	あったんぐぁー	attangwaː	すぐ	沖縄語	その他	副詞	不明	VC.CVC.CCVV			attangwaa.wav				すぐ		20220418		
1857	1	basabasa	ばさばさ	basabasa	ぼうぼう	沖縄語	その他	副詞	不明	CV.CV.CV.CV			basabawa.wav				ぼうぼう		20220418		
1858	1	heebee	へーべー	heːbeː	早々	沖縄語	その他	副詞	不明	CVV.CVV			heebee.wav				そうそう		20220418		
1859	1	jasijasi	やしやし	jaɕijaɕi	易々	沖縄語	その他	副詞	不明	CV.CV.CV.CV			jasijasi.wav				やすやす		20220418		
1860	1	keeti	けーてぃ	keːti	かえって	沖縄語	その他	副詞	不明	CVV.CV			keeti.wav				かえって		20220418		
1861	1	moomootu	もーもーとぅ	moːmoː	カエルの鳴き声	沖縄語	その他	副詞	不明	CVV.CVV.CV			moomoo.wav				カエルのなきごえ		20220418		
1862	1	kaakaa	かーかー	kaːkaː	カラスの鳴き声	沖縄語	その他	副詞	不明	CVV.CVV			kaakaa.wav				カラスのなきごえ		20220418		
1863	1	meemee	めーめー	meːmeː	やぎの鳴き声	沖縄語	その他	副詞	不明	CVV.CVV			meemee.wav				やぎのなきごえ		20220418		
1864	1	beebee	べーべー	beːbeː	やぎの鳴き声	沖縄語	その他	副詞	不明	CVV.CVV			beebee.wav				やぎのなきごえ		20220418		
1865	1	mootu 	もーとぅ	moː	牛の鳴き声	沖縄語	その他	副詞	不明	CVV.CV			mootu.wav				うしのなきごえ		20220418		
1866	1	kookoo	こーこー	koːkoː	鶏の鳴き声	沖縄語	その他	副詞	不明	CVV.CVV			kookoo.wav				にわとりのなきごえ		20220418		
1867	1	tootoo	とーとー	toːtoː	鶏へのかけ声	沖縄語	その他	副詞	不明	CVV.CVV			tootoo.wav				にわとりへのかけごえ		20220418		
1868	1	wanwan	わんわん	wanwan	犬の鳴き声	沖縄語	その他	副詞	不明	CVC.CVC			wanwan.wav				いぬのなきごえ		20220418		
1869	1	čonpii	ちょんぴー	ʨompiː	さしばの鳴き声	沖縄語	その他	副詞	不明	CVC.CVV			compii.wav				さしばのなきごえ		20220418		
1870	1	buubuu	ぶーぶー	buːbuː	豚の鳴き声	沖縄語	その他	副詞	不明	CVV.CVV			buubuu.wav				ぶたのなきごえ		20220418		
1871	1	mjaoomjaao	みゃおーみゃおー	mjaoːmjaːo	猫の鳴き声	沖縄語	その他	副詞	不明	CCV.VV.CCVV.V			mjaoomjaoo.wav				ねこのなきごえ		20220418		
1872	1	nihihin	にひひん	niçiçin	馬の鳴き声	沖縄語	その他	副詞	不明	CV.CV.CVC			nihihin.wav				ばのなきごえ		20220418		
1873	1	hai	はい	hai	馬へのかけ声（前に進む）	沖縄語	その他	副詞	不明	CV.V			hai.wav				ばへのかけごえ（まえにすすむ）		20220418		
1874	1	ina	いな	ina	馬へのかけ声（右に曲がる）	沖縄語	その他	副詞	不明	V.CV			ina.wav				ばへのかけごえ（みぎにまがる）		20220418		
1875	1	hei	へい	hei	馬へのかけ声（左に曲がる）	沖縄語	その他	副詞	不明	CV.V			hei.wav				ばへのかけごえ（ひだりにまがる）		20220418		
1876	1	ato	あと	ato	馬へのかけ声（バック）	沖縄語	その他	副詞	不明	V.CV			ato.wav				ばへのかけごえ（バック）		20220418		
1877	1	doo	どー	doː	馬へのかけ声(止まるとき）	沖縄語	その他	副詞	不明	CVV			doo.wav				ばへのかけごえ(とまるとき）		20220418		
1878	1	gorogoro	ごろごろ	gorogoro	ごろごろと	沖縄語	その他	副詞	不明	CV.CV.CV.CV			gorogoro.wav				ごろごろと		20220418		
1879	1	gasagasa	がさがさ	gasagasa	がさがさ	沖縄語	その他	副詞	不明	CV.CV.CV.CV			gasagasa.wav				がさがさ		20220418		
1880	1	gatagataa	がたがた	gataga	がたがた	沖縄語	その他	副詞	不明	CV.CV.CV.CVV			gata.wav				がたがた		20220418		
1881	1	gačagača	がちゃがちゃ	gaʨagaʨa	がちゃがちゃと	沖縄語	その他	副詞	不明	CV.CV.CV.CV			gacagaca.wav				がちゃがちゃと		20220418		
1882	1	kankan	かんかん	kankan	かなづちの音	沖縄語	その他	副詞	不明	CVC.CVC.CV			kankan.wav				かなづちのおと		20220418		
1883	1	garantu	がらん	garan	がらんどうさま	沖縄語	その他	副詞	不明	CV.CVC.CV			garan.wav				がらんどうさま		20220418		
1884	1	kataku	かたく	kataku	かりかり	沖縄語	その他	副詞	不明	CV.CV.CV			kataku.wav				かりかり		20220418		
1885	1	gikogikotu	ぎこぎこ	gikogiko	ぎこぎこと	沖縄語	その他	副詞	不明	CV.CV.CV.CV.CV			gikogiko.wav				ぎこぎこと		20220418		
1886	1	gizagiza	ぎじゃぎじゃ	giʥagiʥa	ぎざぎざなさま	沖縄語	その他	副詞	不明	CV.CV.CV.CV			gizagiza.wav				ぎざぎざなさま		20220418		
1887	1	kočokočo	こちょこちょ	koʨokoʨo	くすぐるさま	沖縄語	その他	副詞	不明	CV.CV.CV.CV			kocokoco.wav				くすぐるさま		20220418		
1888	1	guruguru	ぐるぐる	guruguru	くるくる、ぎょろぎょろ	沖縄語	その他	副詞	不明	CV.CV.CV.CV			guruguru.wav				くるくる、ぎょろぎょろ		20220418		
1889	1	dondon	どんどん	dondon	ぐんぐんと	沖縄語	その他	副詞	不明	CVC.CVC			dondon.wav				ぐんぐんと		20220418		
1890	1	donnai	どんない	donnai	ぐんぐんと	沖縄語	その他	副詞	不明	CVC.CV.V			donnai.wav				ぐんぐんと		20220418		
1891	1	korokoro	ころころ	korokoro	ころがるさま	沖縄語	その他	副詞	不明	CV.CV.CV.CV			korokoro.wav				ころがるさま		20220418		
1892	1	sanzan	さんじゃん	sanʥan	さんざん。めちゃくちゃに	沖縄語	その他	副詞	不明	CVC.CVC			sanzan.wav				さんざん。めちゃくちゃに		20220418		
1893	1	čončon	ちょんちょん	ʨonʨon	しずくの音	沖縄語	その他	副詞	不明	CVC.CVC			concon.wav				しずくのおと		20220418		
1894	1	daradara	だらだら	daradara	たらたら・だらだら	沖縄語	その他	副詞	不明	CV.CV.CV.CV			daradara.wav				たらたら・だらだら		20220418		
1895	1	dandan	だんだん	dandan	だんだん	沖縄語	その他	副詞	不明	CVC.CVC			dandan.wav				だんだん		20220418		
1896	1	konkon	こんこん	konkon	つづみの音	沖縄語	その他	副詞	不明	CVC.CVC			konkon.wav				つづみのおと		20220418		
1897	1	gonmakahee	ごんまかへー	gommakaheː	なぐる音	沖縄語	その他	副詞	不明	CVC.CV.CV.CVV			gommakahee.wav				なぐるおと		20220418		
1898	1	mučamuča	むちゃむちゃ	muʨamuʨa	ねばるさま	沖縄語	その他	副詞	不明	CV.CV.CV.CV			mucamuca.wav				ねばるさま		20220418		
1899	1	buun	ぶーん	buːn	はえの羽音	沖縄語	その他	副詞	不明	CVVC			buun.wav				はえのはおと		20220418		
1900	1	murubai	むるばい	murubai	はしるさま	沖縄語	その他	副詞	不明	CV.CV.CV.V			murubai.wav				はしるさま		20220418		
1901	1	booboo	ぼーぼー	boːboː	ひげがのびているさま	沖縄語	その他	副詞	不明	CVV.CVV			booboo.wav				ひげがのびているさま		20220418		
1902	1	gatagataa	がたがたー	gatagataː	ふるえるさま	沖縄語	その他	副詞	不明	CV.CV.CV.CVV			gatagata.wav				ふるえるさま		20220418		
1903	1	oton	おとん	oton	その他が水に落ちる音	沖縄語	その他	副詞	不明	V.CVC			oton.wav				そのたがみずにおちるおと		20220418		
1904	1	zaazaa	じゃーじゃー	ʥaːʥaː	雨の音	沖縄語	その他	副詞	不明	CVV.CVV			zaazaa.wav				あめのおと		20220418		
1905	1	booboo	ぼーぼー	boːboː	煙のさま	沖縄語	その他	副詞	不明	CVV.CVV							けむりのさま		20220418		
1906	1	booboo	ぼーぼー	boːboː	火のさま	沖縄語	その他	副詞	不明	CVV.CVV							ひのさま		20220418		
1907	1	parin	ぱりん	parin	割れる音	沖縄語	その他	副詞	不明	CV.CVC							われるおと		20220418		
1908	1	taratara	たらたら	taratara	血のながれるさま	沖縄語	その他	副詞	不明	CV.CV.CV.CV							ちのながれるさま		20220418		
1909	1	tenten	てんてん	tenten	三味線のおと	沖縄語	その他	副詞	不明	CVC.CVC							さみせんのおと		20220418		
1910	1	pačipači	ぱちぱち	paʨipaʨi	手をたたくおと	沖縄語	その他	副詞	不明	CV.CV.CV.CV							てをたたくおと		20220418		
1911	1	haha	はは	haha	笑い声	沖縄語	その他	副詞	不明	CV.CV							わらいごえ		20220418		
1912	1	hihii	ひひー	hihiː	笑い声	沖縄語	その他	副詞	不明	CV.CVV							わらいごえ		20220418		
1913	1	waawaa	わーわー	waːwaː	人の泣き声	沖縄語	その他	副詞	不明	CVV.CVV							じんのなきごえ		20220418		
1914	1	čoročoro 	ちょろちょろ	ʨoroʨoro 	水の音	沖縄語	その他	副詞	不明	CV.CV.CV.CV							みずのおと		20220418		
1915	1	booboo	ぼーぼー	boːboː	草の生えるさま	沖縄語	その他	副詞	不明	CVV.CVV							ぐさのはえるさま		20220418		
1916	1	fuufuu	ふーふー	ɸuːɸuː	息のさま	沖縄語	その他	副詞	不明	CVV.CVV							いきのさま		20220418		
1917	1	dondon	どんどん	dondon	太鼓のおと	沖縄語	その他	副詞	不明	CVC.CVC							だいこのおと		20220418		
1918	1	pettakasi	ぺったかし	pettakaɕi	唾をはくさま	沖縄語	その他	副詞	不明	CVC.CV.CV.CV							つばをはくさま		20220418		
1919	1	gatagataa	がたがた	gatagataː	地震のさま	沖縄語	その他	副詞	不明	CV.CV.CV.CVV							じしんのさま		20220418		
1920	1	oton	おとん	oton	その他が地面に落ちる音	沖縄語	その他	副詞	不明	V.CVC							そのたがじめんにおちるおと		20220418		
1921	1	booboo	ぼーぼー	boːboː	髪が伸びているさま	沖縄語	その他	副詞	不明	CVV.CVV							かみがのびているさま		20220418		
1922	1	booboo	ぼーぼー	boːboː	風の音	沖縄語	その他	副詞	不明	CVV.CVV							かぜのおと		20220418		
1923	1	parapara	ぱらぱら	paɾapaɾa	木の葉が落ちるさま	沖縄語	その他	副詞	不明	CV.CV.CV.CV							きのはがおちるさま		20220418		
1924	1	miiguruguru	みーぐるぐる	miːguruguru	目ぐるぐる	沖縄語	その他	副詞	不明	CVV.CV.CV.CV.CV							めぐるぐる		20220418		
1925	1	paraamakahee	ぱらーまかへー	paraːmakaheː	揚げる音	沖縄語	その他	副詞	不明	CV.CVV.CV.CV.CVV							あげるおと		20220418		
1926	1	gorogoro	ごろごろ	goɾogoɾo	雷の音	沖縄語	その他	副詞	不明	CV.CV.CV.CV							かみなりのおと		20220418		
1927	1	čonnai	ちょんない	ʨonnai	涙、汗の流れるさま	沖縄語	その他	副詞	不明	CVC.CV.V							なみだ、あせのながれるさま		20220418		
1928	1	zinnai	じんない	ʥinnai	冷えた食べ物のさま	沖縄語	その他	副詞	不明	CVC.CV.V							ひえたたべもののさま		20220418		
1929	1	hirubiru	ひるびる	hiɾubiɾu	広々	沖縄語	その他	副詞	不明	CV.CV.CV.CV							ひろびろ		20220418		
1930	1	joonna	よーんな	joːnna	ゆっくりと	沖縄語	その他	副詞	不明	CVC.CV							ゆっくりと		20220418		
1931	1	jurajura	ゆらゆら	juɾajuɾa	ゆらゆら	沖縄語	その他	副詞	不明	CV.CV.CV.CV							ゆらゆら		20220418		
1932	1	jurujuru	ゆるゆる	juɾujuɾu	ゆるゆる	沖縄語	その他	副詞	不明	CV.CV.CV.CV							ゆるゆる		20220418		
1933	1	gattengwaa	がってんぐぁー	gattengwaː	らくらくと	沖縄語	その他	副詞	不明	CVC.CVC.CCV							らくらくと		20220418		
1934	1	turubain	とぅるばいん	tuɾubain	ぼんやりする	沖縄語	状態	動詞	不明	CV.CV.CV.VC						turubaran	ぼんやりする		20220418		
1935	1	gatagataa	がたがたー	gatagataː	がたがた	沖縄語	その他	副詞	不明	CV.CV.CV.CVV							がたがた		20220418		
1936	1	gačigačii	がちがちー	gaʨigaʨiː	がちがち	沖縄語	その他	副詞	不明	CV.CV.CV.CVV							がちがち		20220418		
1937	1	joonna	よーんな	joːnna	そっと	沖縄語	その他	副詞	不明	CVVC.CV							そっと		20220418		
1938	1	untee	うんてー	unteː	そして	沖縄語	その他	副詞	NA	VC.CVV							そして		20220418		
1939	1	antee	あんてー	anteː	そして	沖縄語	その他	副詞	NA	VC.CVV							そして		20220418		
1940	1	guna][san	ぐな][さん	guna][saɴ	小さい	沖縄語	物理的性質	屈折形容詞	a	CV.CV.CVC			gunasan.wav				ちいさい		20220418		
1941	1	magi][san	まぎ][さん	magi][saɴ	大きい	沖縄語	物理的性質	屈折形容詞	a	CV.CV.CVC			magisan.wav				おおきい		20220418		
1942	1	hiku][san	ひく][さん	hiku][saɴ	低い	沖縄語	物理的性質	屈折形容詞	a	CV.CV.CVC			hikusan.wav				ひくい		20220418		
1943	1	guu	ゆぬむん	guː	同じ	沖縄語	その他	非屈折形容詞	不明	CVV			.wav				おなじ		20220418		
1944	1	ʔnčasan	んちゃさん	ʔnʨasaɴ	短い	沖縄語	物理的性質	屈折形容詞	a	PCCV.CVC			2ncasan.wav				みじかい		20220418		
1945	1	mattema	まってま	mattema	丸い	沖縄語	性質	屈折形容詞	不明	CVC.CV.CV			mattema.wav				まるい		20220418		
1946	1	nukusa[n	ぬくさ[ん	nukusa[ɴ	暖かい	沖縄語	性質	屈折形容詞	b	CV.CV.CVC			nukusan.wav				あたたかい		20220418		
1947	1	[hii][san	[ひー][さん	[hiː][saɴ	寒い	沖縄語	性質	屈折形容詞	b	CVV.CVC			hiisan.wav				さむい		20220418		
1948	1	[hizura][san	[ひじゅら][さん	[hiʑuɾa][saɴ	冷たい	沖縄語	性質	屈折形容詞	不明	CV.CV.CV.CVC			hizurasan.wav				つめたい		20220418		
1949	1	[kanasan	[かなさん	[kanasaɴ	好きだ	沖縄語	心情	屈折形容詞	a	CV.CV.CVC			kanasan.wav				ずきだ		20220418		
1950	1	i]hi[gwa	い]ひ[ぐぁ	i]hi[gwa	少し	沖縄語	その他	副詞	不明	V.CV.CCV			ihigwa.wav				すこし		20220418		
1951	1	[jogosan	[よごさん	[jogosaɴ	痒い	沖縄語	その他	屈折形容詞	a	CV.CV.CVC			jogosan.wav				かゆい		20220418		
1952	1	oo[ru	おー[る	oː[ɾu	青い	沖縄語	色	非屈折形容詞	不明	VV.CV			ooru.wav				あおい		20220418		
1953	1	[čura]san	[ちゅら]さん	[ʨuɾa]saɴ	綺麗・美しい	沖縄語	人間の性質	屈折形容詞	a	CV.CV.CVC			curasan.wav				うつくしい	2533	20220418	haa〈toiuka〉〈izumitoiuka〉fukaku neetan.	井戸というか泉というか深くなかった
1954	1	[iri]ki[san	[いり]き[さん	[iɾi]ki[saɴ	嬉しい	沖縄語	人間の性質	屈折形容詞	b	V.CV.CV.CVC			irikisan.wav				うれしい		20220418		
1955	1	[hee]sa[n	[へー]さん	[heː]sa[ɴ	速い	沖縄語	速さ	屈折形容詞	b	CVV.CVC			heesan.wav				はやい		20220418		
1956	1	[hagu]san	[はぐ]さん	[hagu]saɴ	汚い	沖縄語	性質	屈折形容詞	b	CV.CV.CVC			hagu.wav				きたない		20220418		
1957	1	asa]han	あさ]はん	asa]han	浅い	沖縄語	物理的性質	屈折形容詞	不明	V.CV.CVC			asasan.wav				あさい		20220418		
1958	1	naga[san	なが[さん	naga[saɴ	長い	沖縄語	物理的性質	屈折形容詞	b	CV.CV.CVC			nagasan.wav				ながい		20220418		
